ID,length
g14484,2691
g14485,1050
g14486,1188
g14487,642
g14488,2169
g14489,591
g1449,510
g14490,708
g14491,357
g14492,783
g14493,1902
g14494,2607
g14495,846
g14496,1122
g14497,1824
g14498,1338
g14499,1569
g145,759
g1450,1035
g14500,864
g14501,1068
g14502,954
g14503,738
g14504,1443
g14505,867
g14506,498
g14507,1053
g14508,588
g14509,558
g1451,411
g14510,1278
g14511,384
g14512,459
g14513,597
g14514,3072
g14515,15273
g14516,459
g14517,1608
g14518,1119
g14519,867
g1452,768
g14520,1590
g14521,9471
g14522,1314
g14523,768
g14524,417
g14525,6384
g14526,1416
g14527,1860
g14528,1203
g14529,450
g1453,348
g14530,960
g14531,3399
g14532,537
g14533,702
g14534,2301
g14535,669
g14536,5523
g14537,288
g14538,4578
g14539,264
g1454,369
g14540,783
g14541,2577
g14542,414
g14543,1206
g14544,3369
g14545,288
g14546,792
g14547,1281
g14548,1233
g14549,777
g1455,351
g14550,4599
g14551,1215
g14552,744
g14553,402
g14554,1203
g14555,507
g14556,648
g14557,387
g14558,1335
g14559,333
g1456,1395
g14560,468
g14561,288
g14562,852
g14563,258
g14564,381
g14565,312
g14566,642
g14567,1131
g14568,489
g14569,420
g1457,1479
g14570,702
g14571,420
g14572,2958
g14573,405
g14574,657
g14575,2049
g14576,519
g14577,2319
g14578,741
g14579,339
g1458,3354
g14580,441
g14581,237
g14582,1293
g14583,1089
g14584,555
g14585,2517
g14586,3609
g14587,702
g14588,1212
g14589,3129
g1459,4422
g14590,204
g14591,351
g14592,750
g14593,408
g14594,759
g14595,2394
g14596,351
g14597,843
g14598,1488
g14599,516
g146,891
g1460,1530
g14600,414
g14601,369
g14602,1191
g14603,465
g14604,642
g14605,1821
g14606,1962
g14607,915
g14608,1239
g14609,1461
g1461,930
g14610,705
g14611,855
g14612,381
g14613,1872
g14614,1617
g14615,420
g14616,564
g14617,921
g14618,201
g14619,237
g1462,339
g14620,1968
g14621,444
g14622,1137
g14623,729
g14624,615
g14625,573
g14626,1248
g14627,3738
g14628,3633
g14629,3243
g1463,2463
g14630,666
g14631,705
g14632,303
g14633,348
g14634,498
g14635,453
g14636,291
g14637,648
g14638,231
g14639,1383
g1464,936
g14640,438
g14641,1266
g14642,528
g14643,423
g14644,915
g14645,1329
g14646,684
g14647,831
g14648,387
g14649,450
g1465,2490
g14650,1062
g14651,276
g14652,738
g14653,615
g14654,822
g14655,825
g14656,1167
g14657,606
g14658,1128
g14659,789
g1466,1476
g14660,1269
g14661,1182
g14662,540
g14663,504
g14664,390
g14665,1188
g14666,981
g14667,2187
g14668,1179
g14669,624
g1467,1065
g14670,750
g14671,585
g14672,2121
g14673,549
g14674,459
g14675,1215
g14676,255
g14677,906
g14678,456
g14679,648
g1468,2139
g14680,1179
g14681,1914
g14682,360
g14683,234
g14684,864
g14685,1155
g14686,405
g14687,264
g14688,1215
g14689,867
g1469,258
g14690,735
g14691,1689
g14692,1701
g14693,732
g14694,894
g14695,2694
g14696,2682
g14697,369
g14698,510
g14699,561
g147,531
g1470,2169
g14700,405
g14701,531
g14702,567
g14703,960
g14704,276
g14705,417
g14706,777
g14707,1002
g14708,276
g14709,963
g1471,975
g14710,4350
g14711,2772
g14712,768
g14713,1305
g14714,360
g14715,351
g14716,1389
g14717,1947
g14718,264
g14719,2940
g1472,582
g14720,3585
g14721,375
g14722,1056
g14723,528
g14724,399
g14725,687
g14726,273
g14727,834
g14728,801
g14729,546
g1473,906
g14730,606
g14731,1518
g14732,1215
g14733,1341
g14734,1512
g14735,471
g14736,1473
g14737,1632
g14738,396
g14739,711
g1474,804
g14740,822
g14741,306
g14742,576
g14743,1110
g14744,1134
g14745,1299
g14746,2856
g14747,1038
g14748,5631
g14749,4533
g1475,2211
g14750,5850
g14751,732
g14752,3126
g14753,4032
g14754,2004
g14755,423
g14756,1149
g14757,555
g14758,1206
g14759,900
g1476,585
g14760,3648
g14761,768
g14762,621
g14763,1287
g14764,1020
g14765,756
g14766,1938
g14767,1512
g14768,936
g14769,624
g1477,1710
g14770,591
g14771,492
g14772,4530
g14773,432
g14774,609
g14775,249
g14776,813
g14777,354
g14778,975
g14779,387
g1478,705
g14780,576
g14781,564
g14782,321
g14783,660
g14784,2112
g14785,381
g14786,345
g14787,480
g14788,303
g14789,657
g1479,891
g14790,225
g14791,1578
g14792,1053
g14793,297
g14794,2061
g14795,2445
g14796,1038
g14797,678
g14798,375
g14799,1287
g148,2880
g1480,2349
g14800,1245
g14801,3036
g14802,4011
g14803,420
g14804,507
g14805,411
g14806,396
g14807,1230
g14808,1701
g14809,429
g1481,969
g14810,603
g14811,306
g14812,1239
g14813,765
g14814,429
g14815,624
g14816,459
g14817,1299
g14818,219
g14819,372
g1482,1008
g14820,5160
g14821,2481
g14822,486
g14823,435
g14824,519
g14825,315
g14826,957
g14827,261
g14828,459
g14829,1488
g1483,573
g14830,351
g14831,1515
g14832,1437
g14833,519
g14834,1008
g14835,513
g14836,369
g14837,1098
g14838,864
g14839,1497
g1484,1902
g14840,570
g14841,810
g14842,2685
g14843,624
g14844,1485
g14845,279
g14846,5076
g14847,447
g14848,333
g14849,1809
g1485,234
g14850,3225
g14851,1791
g14852,327
g14853,822
g14854,1389
g14855,510
g14856,2874
g14857,1140
g14858,2115
g14859,627
g1486,1359
g14860,426
g14861,894
g14862,480
g14863,831
g14864,1092
g14865,2640
g14866,1491
g14867,2787
g14868,1086
g14869,435
g1487,2439
g14870,780
g14871,1107
g14872,1236
g14873,726
g14874,1344
g14875,201
g14876,1467
g14877,216
g14878,1875
g14879,624
g1488,993
g14880,1716
g14881,324
g14882,456
g14883,1350
g14884,384
g14885,4044
g14886,642
g14887,1056
g14888,1242
g14889,999
g1489,384
g14890,1602
g14891,1107
g14892,2790
g14893,903
g14894,207
g14895,1050
g14896,6780
g14897,1647
g14898,9885
g14899,1380
g149,873
g1490,288
g14900,4434
g14901,1359
g14902,333
g14903,735
g14904,1548
g14905,213
g14906,273
g14907,324
g14908,459
g14909,1725
g1491,282
g14910,1032
g14911,840
g14912,2727
g14913,300
g14914,219
g14915,4749
g14916,1431
g14917,318
g14918,1158
g14919,486
g1492,1221
g14920,474
g14921,510
g14922,1512
g14923,1011
g14924,309
g14925,1014
g14926,1629
g14927,501
g14928,948
g14929,357
g1493,213
g14930,603
g14931,615
g14932,1044
g14933,717
g14934,294
g14935,483
g14936,1617
g14937,219
g14938,2184
g14939,792
g1494,546
g14940,315
g14941,444
g14942,1251
g14943,411
g14944,639
g14945,321
g14946,1359
g14947,1155
g14948,336
g14949,612
g1495,471
g14950,1173
g14951,402
g14952,1944
g14953,846
g14954,1188
g14955,957
g14956,945
g14957,627
g14958,2154
g14959,333
g1496,516
g14960,888
g14961,1107
g14962,720
g14963,555
g14964,393
g14965,615
g14966,2670
g14967,1119
g14968,786
g14969,723
g1497,420
g14970,1899
g14971,384
g14972,564
g14973,393
g14974,1095
g14975,11097
g14976,717
g14977,1836
g14978,2499
g14979,372
g1498,1170
g14980,348
g14981,2439
g14982,300
g14983,765
g14984,384
g14985,453
g14986,267
g14987,1038
g14988,1401
g14989,453
g1499,798
g14990,261
g14991,675
g14992,273
g14993,255
g14994,576
g14995,873
g14996,852
g14997,660
g14998,597
g14999,657
g15,711
g150,1116
g1500,759
g15000,1116
g15001,537
g15002,993
g15003,321
g15004,435
g15005,2472
g15006,408
g15007,630
g15008,981
g15009,996
g1501,501
g15010,846
g15011,1002
g15012,1245
g15013,1287
g15014,1389
g15015,1644
g15016,1023
g15017,912
g15018,426
g15019,1803
g1502,699
g15020,480
g15021,345
g15022,816
g15023,3072
g15024,690
g15025,1125
g15026,939
g15027,1029
g15028,438
g15029,681
g1503,369
g15030,1812
g15031,426
g15032,351
g15033,2967
g15034,1515
g15035,1233
g15036,417
g15037,297
g15038,906
g15039,594
g1504,654
g15040,1557
g15041,1116
g15042,906
g15043,375
g15044,948
g15045,1362
g15046,468
g15047,807
g15048,306
g15049,216
g1505,324
g15050,1026
g15051,381
g15052,1239
g15053,2241
g15054,930
g15055,480
g15056,1587
g15057,1206
g15058,1395
g15059,1887
g1506,339
g15060,1110
g15061,282
g15062,1626
g15063,441
g15064,831
g15065,336
g15066,2268
g15067,720
g15068,1050
g15069,1773
g1507,738
g15070,852
g15071,1950
g15072,666
g15073,540
g15074,504
g15075,537
g15076,306
g15077,2712
g15078,1542
g15079,720
g1508,540
g15080,969
g15081,2778
g15082,432
g15083,342
g15084,1575
g15085,909
g15086,594
g15087,759
g15088,876
g15089,2184
g1509,546
g15090,1584
g15091,6516
g15092,372
g15093,3684
g15094,2709
g15095,1872
g15096,360
g15097,492
g15098,705
g15099,414
g151,1290
g1510,705
g15100,357
g15101,582
g15102,321
g15103,546
g15104,1122
g15105,1803
g15106,204
g15107,381
g15108,3285
g15109,1119
g1511,951
g15110,267
g15111,3084
g15112,411
g15113,771
g15114,414
g15115,294
g15116,357
g15117,1188
g15118,297
g15119,657
g1512,1284
g15120,804
g15121,594
g15122,432
g15123,1356
g15124,993
g15125,690
g15126,537
g15127,522
g15128,951
g15129,2271
g1513,456
g15130,666
g15131,528
g15132,1431
g15133,1092
g15134,789
g15135,2364
g15136,534
g15137,1188
g15138,1362
g15139,1668
g1514,1143
g15140,1116
g15141,1317
g15142,744
g15143,1572
g15144,957
g15145,1143
g15146,3450
g15147,1776
g15148,1320
g15149,2724
g1515,1056
g15150,666
g15151,345
g15152,660
g15153,2550
g15154,681
g15155,1524
g15156,897
g15157,954
g15158,633
g15159,498
g1516,1782
g15160,348
g15161,345
g15162,1785
g15163,300
g15164,495
g15165,1125
g15166,708
g15167,291
g15168,255
g15169,852
g1517,2340
g15170,294
g15171,807
g15172,288
g15173,639
g15174,1434
g15175,1140
g15176,213
g15177,279
g15178,204
g15179,594
g1518,4497
g15180,336
g15181,552
g15182,264
g15183,1053
g15184,309
g15185,1092
g15186,957
g15187,522
g15188,585
g15189,1299
g1519,2208
g15190,1230
g15191,963
g15192,363
g15193,324
g15194,495
g15195,1383
g15196,507
g15197,324
g15198,348
g15199,543
g152,1461
g1520,4065
g15200,465
g15201,621
g15202,2712
g15203,1842
g15204,519
g15205,213
g15206,2778
g15207,918
g15208,465
g15209,1182
g1521,753
g15210,750
g15211,624
g15212,696
g15213,300
g15214,987
g15215,843
g15216,393
g15217,918
g15218,321
g15219,1386
g1522,459
g15220,723
g15221,1374
g15222,582
g15223,1509
g15224,1464
g15225,246
g15226,720
g15227,480
g15228,1671
g15229,708
g1523,300
g15230,3576
g15231,981
g15232,1440
g15233,630
g15234,1131
g15235,3714
g15236,1008
g15237,327
g15238,318
g15239,2739
g1524,315
g15240,786
g15241,1242
g15242,1095
g15243,498
g15244,1140
g15245,4650
g15246,1680
g15247,2118
g15248,738
g15249,594
g1525,447
g15250,1014
g15251,3462
g15252,1161
g15253,450
g15254,402
g15255,321
g15256,417
g15257,1884
g15258,336
g15259,750
g1526,1095
g15260,303
g15261,762
g15262,429
g15263,1734
g15264,942
g15265,456
g15266,438
g15267,378
g15268,2730
g15269,573
g1527,1755
g15270,1209
g15271,744
g15272,2760
g15273,2199
g15274,459
g15275,735
g15276,1068
g15277,591
g15278,645
g15279,480
g1528,324
g15280,402
g15281,348
g15282,996
g15283,381
g15284,297
g15285,471
g15286,1074
g15287,987
g15288,252
g15289,786
g1529,1143
g15290,1842
g15291,981
g15292,1104
g15293,906
g15294,615
g15295,507
g15296,1254
g15297,1443
g15298,2886
g15299,522
g153,354
g1530,303
g15300,468
g15301,318
g15302,318
g15303,549
g15304,327
g15305,564
g15306,492
g15307,1491
g15308,1122
g15309,1614
g1531,303
g15310,336
g15311,609
g15312,228
g15313,228
g15314,369
g15315,954
g15316,1479
g15317,1797
g15318,822
g15319,309
g1532,270
g15320,777
g15321,2637
g15322,639
g15323,819
g15324,516
g15325,297
g15326,525
g15327,1857
g15328,717
g15329,1908
g1533,564
g15330,510
g15331,1098
g15332,2253
g15333,933
g15334,789
g15335,1170
g15336,1119
g15337,645
g15338,330
g15339,1305
g1534,5667
g15340,1083
g15341,300
g15342,726
g15343,3381
g15344,1866
g15345,2190
g15346,291
g15347,573
g15348,534
g15349,426
g1535,318
g15350,1293
g15351,2619
g15352,459
g15353,1302
g15354,312
g15355,2628
g15356,282
g15357,2940
g15358,621
g15359,1473
g1536,723
g15360,1791
g15361,273
g15362,1869
g15363,987
g15364,2037
g15365,1521
g15366,1209
g15367,306
g15368,1053
g15369,648
g1537,387
g15370,513
g15371,741
g15372,558
g15373,882
g15374,1128
g15375,1776
g15376,777
g15377,1464
g15378,1404
g15379,2823
g1538,789
g15380,846
g15381,1671
g15382,1449
g15383,1647
g15384,909
g15385,7296
g15386,5529
g15387,561
g15388,456
g15389,543
g1539,918
g15390,885
g15391,1017
g15392,1032
g15393,1467
g15394,705
g15395,1107
g15396,900
g15397,2127
g15398,903
g15399,1050
g154,651
g1540,636
g15400,201
g15401,465
g15402,288
g15403,327
g15404,915
g15405,531
g15406,2484
g15407,297
g15408,1497
g15409,1446
g1541,681
g15410,579
g15411,1296
g15412,1119
g15413,651
g15414,1365
g15415,375
g15416,705
g15417,378
g15418,795
g15419,795
g1542,402
g15420,384
g15421,966
g15422,579
g15423,378
g15424,639
g15425,795
g15426,708
g15427,336
g15428,744
g15429,579
g1543,273
g15430,342
g15431,1371
g15432,579
g15433,795
g15434,795
g15435,444
g15436,822
g15437,945
g15438,330
g15439,591
g1544,393
g15440,363
g15441,552
g15442,2304
g15443,294
g15444,483
g15445,1059
g15446,246
g15447,1656
g15448,660
g15449,237
g1545,1677
g15450,1902
g15451,3024
g15452,222
g15453,3402
g15454,1272
g15455,672
g15456,507
g15457,2823
g15458,1314
g15459,477
g1546,927
g15460,1632
g15461,324
g15462,303
g15463,870
g15464,483
g15465,3141
g15466,1851
g15467,1344
g15468,375
g15469,360
g1547,1473
g15470,870
g15471,1026
g15472,432
g15473,1245
g15474,1056
g15475,606
g15476,420
g15477,4968
g15478,300
g15479,1179
g1548,1188
g15480,909
g15481,705
g15482,486
g15483,1098
g15484,705
g15485,3882
g15486,1032
g15487,630
g15488,840
g15489,3291
g1549,1494
g15490,273
g15491,3495
g15492,558
g15493,1872
g15494,2256
g15495,366
g15496,594
g15497,543
g15498,273
g15499,11457
g155,3276
g1550,306
g15500,294
g15501,861
g15502,1170
g15503,492
g15504,291
g15505,219
g15506,2745
g15507,549
g15508,744
g15509,516
g1551,1029
g15510,1359
g15511,945
g15512,420
g15513,639
g15514,372
g15515,954
g15516,390
g15517,711
g15518,387
g15519,2490
g1552,354
g15520,339
g15521,501
g15522,270
g15523,267
g15524,3651
g15525,3378
g15526,927
g15527,825
g15528,519
g15529,984
g1553,363
g15530,2601
g15531,537
g15532,342
g15533,408
g15534,534
g15535,2340
g15536,480
g15537,1284
g15538,657
g15539,321
g1554,783
g15540,1506
g15541,2445
g15542,1707
g15543,1023
g15544,603
g15545,2205
g15546,615
g15547,447
g15548,1278
g15549,357
g1555,606
g15550,546
g15551,684
g15552,1026
g15553,402
g15554,450
g15555,255
g15556,465
g15557,1761
g15558,411
g15559,357
g1556,3330
g15560,411
g15561,300
g15562,720
g15563,579
g15564,780
g15565,204
g15566,549
g15567,291
g15568,1542
g15569,255
g1557,1197
g15570,342
g15571,1209
g15572,795
g15573,8688
g15574,2601
g15575,1119
g15576,285
g15577,480
g15578,1830
g15579,1350
g1558,1995
g15580,1641
g15581,1509
g15582,10026
g15583,1407
g15584,816
g15585,276
g15586,1803
g15587,369
g15588,264
g15589,852
g1559,2586
g15590,813
g15591,1296
g15592,405
g15593,993
g15594,1101
g15595,681
g15596,348
g15597,318
g15598,927
g15599,2586
g156,1080
g1560,927
g15600,510
g15601,294
g15602,321
g15603,999
g15604,759
g15605,2256
g15606,282
g15607,774
g15608,1443
g15609,1086
g1561,1467
g15610,579
g15611,1464
g15612,795
g15613,1161
g15614,939
g15615,399
g15616,612
g15617,624
g15618,387
g15619,384
g1562,1938
g15620,519
g15621,528
g15622,372
g15623,441
g15624,1323
g15625,1251
g15626,552
g15627,306
g15628,3141
g15629,930
g1563,477
g15630,546
g15631,456
g15632,291
g15633,456
g15634,609
g15635,336
g15636,513
g15637,312
g15638,330
g15639,417
g1564,2547
g15640,1740
g15641,324
g15642,369
g15643,414
g15644,639
g15645,2571
g15646,471
g15647,2505
g15648,405
g15649,570
g1565,444
g15650,318
g15651,1068
g15652,756
g15653,468
g15654,2466
g15655,1497
g15656,339
g15657,660
g15658,507
g15659,528
g1566,2841
g15660,1944
g15661,405
g15662,426
g15663,960
g15664,585
g15665,333
g15666,2748
g15667,1449
g15668,3969
g15669,2472
g1567,819
g15670,2817
g15671,402
g15672,1674
g15673,456
g15674,1200
g15675,462
g15676,1056
g15677,333
g15678,732
g15679,774
g1568,396
g15680,714
g15681,615
g15682,495
g15683,1314
g15684,873
g15685,1476
g15686,435
g15687,1980
g15688,1269
g15689,357
g1569,936
g15690,762
g15691,615
g15692,459
g15693,396
g15694,360
g15695,1818
g15696,1521
g15697,462
g15698,4311
g15699,984
g157,477
g1570,336
g15700,297
g15701,777
g15702,300
g15703,621
g15704,477
g15705,1596
g15706,2067
g15707,1395
g15708,2400
g15709,252
g1571,600
g15710,474
g15711,2028
g15712,504
g15713,480
g15714,813
g15715,300
g15716,618
g15717,522
g15718,732
g15719,3216
g1572,609
g15720,375
g15721,321
g15722,993
g15723,438
g15724,303
g15725,660
g15726,429
g15727,720
g15728,621
g15729,414
g1573,1380
g15730,1545
g15731,1536
g15732,2202
g15733,777
g15734,1581
g15735,1188
g15736,354
g15737,1038
g15738,714
g15739,1125
g1574,210
g15740,525
g15741,936
g15742,1227
g15743,651
g15744,744
g15745,270
g15746,1467
g15747,819
g15748,4812
g15749,282
g1575,504
g15750,789
g15751,4470
g15752,387
g15753,1083
g15754,2145
g15755,345
g15756,1896
g15757,2568
g15758,345
g15759,1200
g1576,2595
g15760,1248
g15761,639
g15762,612
g15763,834
g15764,885
g15765,618
g15766,2409
g15767,645
g15768,387
g15769,486
g1577,1191
g15770,222
g15771,339
g15772,348
g15773,579
g15774,570
g15775,951
g15776,384
g15777,2994
g15778,1893
g15779,909
g1578,351
g15780,1506
g15781,2130
g15782,1296
g15783,2883
g15784,1497
g15785,672
g15786,825
g15787,555
g15788,489
g15789,660
g1579,1356
g15790,318
g15791,420
g15792,1590
g15793,408
g15794,504
g15795,3021
g15796,693
g15797,3453
g15798,1068
g15799,297
g158,804
g1580,1962
g15800,888
g15801,843
g15802,417
g15803,624
g15804,915
g15805,480
g15806,732
g15807,2634
g15808,522
g15809,315
g1581,507
g15810,2511
g15811,342
g15812,312
g15813,435
g15814,351
g15815,1779
g15816,273
g15817,858
g15818,270
g15819,522
g1582,723
g15820,255
g15821,879
g15822,249
g15823,1479
g15824,1983
g15825,1056
g15826,1596
g15827,225
g15828,327
g15829,1053
g1583,852
g15830,1473
g15831,714
g15832,3063
g15833,465
g15834,1515
g15835,543
g15836,486
g15837,1584
g15838,1152
g15839,2193
g1584,585
g15840,2322
g15841,2532
g15842,609
g15843,1779
g15844,738
g15845,477
g15846,387
g15847,1431
g15848,405
g15849,708
g1585,1122
g15850,1290
g15851,630
g15852,2226
g15853,624
g15854,582
g15855,1722
g15856,513
g15857,5649
g15858,1668
g15859,1518
g1586,420
g15860,441
g15861,600
g15862,1374
g15863,1611
g15864,1428
g15865,906
g15866,1047
g15867,339
g15868,618
g15869,2364
g1587,360
g15870,741
g15871,708
g15872,357
g15873,687
g15874,381
g15875,561
g15876,447
g15877,876
g15878,2043
g15879,375
g1588,693
g15880,4524
g15881,1143
g15882,3546
g15883,912
g15884,735
g15885,8196
g15886,423
g15887,1668
g15888,1131
g15889,489
g1589,1056
g15890,609
g15891,669
g15892,321
g15893,306
g15894,1044
g15895,489
g15896,426
g15897,3939
g15898,936
g15899,549
g159,759
g1590,348
g15900,558
g15901,201
g15902,1551
g15903,1749
g15904,597
g15905,1956
g15906,1131
g15907,1410
g15908,687
g15909,573
g1591,2874
g15910,4155
g15911,876
g15912,294
g15913,912
g15914,219
g15915,318
g15916,354
g15917,624
g15918,1977
g15919,315
g1592,1809
g15920,294
g15921,333
g15922,300
g15923,252
g15924,1395
g15925,492
g15926,627
g15927,741
g15928,405
g15929,495
g1593,300
g15930,351
g15931,318
g15932,369
g15933,7098
g15934,1395
g15935,663
g15936,1632
g15937,495
g15938,3282
g15939,444
g1594,1593
g15940,789
g15941,999
g15942,336
g15943,1509
g15944,453
g15945,579
g15946,330
g15947,321
g15948,744
g15949,585
g1595,867
g15950,345
g15951,306
g15952,612
g15953,294
g15954,318
g15955,609
g15956,573
g15957,411
g15958,846
g15959,1620
g1596,522
g15960,387
g15961,1617
g15962,477
g15963,1722
g15964,1395
g15965,1164
g15966,453
g15967,753
g15968,381
g15969,1677
g1597,1023
g15970,1731
g15971,1338
g15972,1122
g15973,639
g15974,402
g15975,1026
g15976,2502
g15977,1014
g15978,474
g15979,3246
g1598,918
g15980,2808
g15981,282
g15982,633
g15983,1401
g15984,207
g15985,1962
g15986,444
g15987,1608
g15988,276
g15989,1476
g1599,690
g15990,3120
g15991,2142
g15992,1596
g15993,300
g15994,339
g15995,258
g15996,318
g15997,3681
g15998,288
g15999,2718
g16,474
g160,1116
g1600,651
g16000,393
g16001,471
g16002,492
g16003,315
g16004,357
g16005,429
g16006,498
g16007,429
g16008,465
g16009,2292
g1601,282
g16010,3600
g16011,1905
g16012,2718
g16013,684
g16014,954
g16015,363
g16016,810
g16017,969
g16018,780
g16019,2034
g1602,375
g16020,963
g16021,261
g16022,756
g16023,1167
g16024,2607
g16025,1056
g16026,678
g16027,561
g16028,2091
g16029,1380
g1603,1482
g16030,2937
g16031,3681
g16032,1440
g16033,648
g16034,2265
g16035,2439
g16036,579
g16037,2286
g16038,855
g16039,1650
g1604,321
g16040,2058
g16041,2694
g16042,873
g16043,615
g16044,849
g16045,2496
g16046,1584
g16047,1083
g16048,1179
g16049,504
g1605,1656
g16050,1176
g16051,1146
g16052,789
g16053,1005
g16054,684
g16055,423
g16056,459
g16057,702
g16058,411
g16059,573
g1606,384
g16060,780
g16061,1092
g16062,594
g16063,3756
g16064,600
g16065,1329
g16066,3405
g16067,780
g16068,372
g16069,1812
g1607,2334
g16070,705
g16071,3906
g16072,843
g16073,444
g16074,1446
g16075,630
g16076,927
g16077,930
g16078,927
g16079,453
g1608,3150
g16080,246
g16081,282
g16082,387
g16083,582
g16084,3681
g16085,432
g16086,1137
g16087,540
g16088,1392
g16089,429
g1609,2478
g16090,270
g16091,813
g16092,1167
g16093,813
g16094,3714
g16095,531
g16096,750
g16097,1026
g16098,312
g16099,585
g161,345
g1610,516
g16100,2523
g16101,639
g16102,285
g16103,543
g16104,1305
g16105,939
g16106,1401
g16107,1113
g16108,633
g16109,1536
g1611,483
g16110,765
g16111,1059
g16112,411
g16113,645
g16114,723
g16115,909
g16116,699
g16117,2478
g16118,1002
g16119,690
g1612,282
g16120,1221
g16121,2004
g16122,591
g16123,450
g16124,912
g16125,852
g16126,660
g16127,2148
g16128,990
g16129,360
g1613,303
g16130,1719
g16131,528
g16132,924
g16133,795
g16134,2676
g16135,675
g16136,384
g16137,378
g16138,795
g16139,852
g1614,816
g16140,378
g16141,1887
g16142,342
g16143,1416
g16144,969
g16145,561
g16146,1221
g16147,894
g16148,810
g16149,636
g1615,825
g16150,807
g16151,378
g16152,378
g16153,675
g16154,378
g16155,378
g16156,795
g16157,246
g16158,300
g16159,396
g1616,939
g16160,975
g16161,1236
g16162,2151
g16163,1029
g16164,2382
g16165,1608
g16166,4077
g16167,1467
g16168,2001
g16169,3729
g1617,612
g16170,1116
g16171,1272
g16172,543
g16173,999
g16174,1809
g16175,321
g16176,564
g16177,816
g16178,498
g16179,822
g1618,813
g16180,366
g16181,1563
g16182,1410
g16183,576
g16184,576
g16185,1686
g16186,1905
g16187,933
g16188,381
g16189,348
g1619,690
g16190,435
g16191,1281
g16192,618
g16193,1194
g16194,2145
g16195,786
g16196,2364
g16197,522
g16198,294
g16199,294
g162,411
g1620,972
g16200,2205
g16201,879
g16202,6903
g16203,207
g16204,1038
g16205,666
g16206,249
g16207,390
g16208,660
g16209,378
g1621,573
g16210,522
g16211,549
g16212,996
g16213,1464
g16214,1791
g16215,2568
g16216,1887
g16217,960
g16218,483
g16219,1347
g1622,336
g16220,1230
g16221,588
g16222,1095
g16223,507
g16224,1206
g16225,963
g16226,1080
g16227,1074
g16228,354
g16229,834
g1623,1374
g16230,1068
g16231,576
g16232,249
g16233,825
g16234,486
g16235,1083
g16236,288
g16237,252
g16238,603
g16239,225
g1624,3927
g16240,3798
g16241,387
g16242,3186
g16243,651
g16244,1689
g16245,447
g16246,393
g16247,1311
g16248,1602
g16249,537
g1625,1671
g16250,3822
g16251,1926
g16252,1443
g16253,774
g16254,1500
g16255,651
g16256,1863
g16257,1674
g16258,1887
g16259,1188
g1626,369
g16260,1017
g16261,225
g16262,423
g16263,792
g16264,1482
g16265,531
g16266,564
g16267,282
g16268,4269
g16269,234
g1627,1392
g16270,1656
g16271,444
g16272,621
g16273,426
g16274,273
g16275,477
g16276,468
g16277,753
g16278,2487
g16279,1191
g1628,519
g16280,432
g16281,678
g16282,645
g16283,714
g16284,312
g16285,1086
g16286,288
g16287,369
g16288,483
g16289,1377
g1629,669
g16290,297
g16291,471
g16292,453
g16293,441
g16294,732
g16295,4521
g16296,315
g16297,555
g16298,474
g16299,1383
g163,267
g1630,1602
g16300,1497
g16301,2211
g16302,1197
g16303,495
g16304,1656
g16305,1098
g16306,1446
g16307,1593
g16308,291
g16309,618
g1631,387
g16310,708
g16311,525
g16312,492
g16313,240
g16314,2700
g16315,303
g16316,1401
g16317,696
g16318,555
g16319,327
g1632,228
g16320,339
g16321,420
g16322,222
g16323,330
g16324,297
g16325,1614
g16326,471
g16327,945
g16328,741
g16329,399
g1633,1200
g16330,1332
g16331,5058
g16332,774
g16333,270
g16334,219
g16335,654
g16336,690
g16337,465
g16338,2001
g16339,1995
g1634,834
g16340,1401
g16341,2031
g16342,624
g16343,234
g16344,750
g16345,834
g16346,1053
g16347,774
g16348,405
g16349,321
g1635,687
g16350,1728
g16351,597
g16352,681
g16353,501
g16354,369
g16355,1437
g16356,390
g16357,405
g16358,738
g16359,243
g1636,438
g16360,1050
g16361,747
g16362,867
g16363,489
g16364,1167
g16365,624
g16366,2277
g16367,420
g16368,711
g16369,2550
g1637,1407
g16370,249
g16371,465
g16372,4272
g16373,2604
g16374,2112
g16375,432
g16376,405
g16377,429
g16378,1473
g16379,1998
g1638,618
g16380,918
g16381,1008
g16382,600
g16383,252
g16384,309
g16385,1581
g16386,2064
g16387,3018
g16388,288
g16389,1305
g1639,444
g16390,1218
g16391,495
g16392,1626
g16393,297
g16394,1065
g16395,858
g16396,267
g16397,546
g16398,2403
g16399,3480
g164,1809
g1640,462
g16400,441
g16401,531
g16402,399
g16403,1599
g16404,564
g16405,1116
g16406,468
g16407,588
g16408,1377
g16409,3102
g1641,378
g16410,441
g16411,315
g16412,1659
g16413,516
g16414,510
g16415,723
g16416,351
g16417,1260
g16418,402
g16419,1164
g1642,2379
g16420,237
g16421,270
g16422,381
g16423,810
g16424,420
g16425,3732
g16426,1719
g16427,939
g16428,1131
g16429,648
g1643,1017
g16430,207
g16431,2550
g16432,1956
g16433,309
g16434,3027
g16435,324
g16436,2400
g16437,1008
g16438,798
g16439,2343
g1644,4884
g16440,963
g16441,1266
g16442,909
g16443,1098
g16444,1833
g16445,429
g16446,1914
g16447,246
g16448,642
g16449,921
g1645,1890
g16450,738
g16451,1941
g16452,1548
g16453,1410
g16454,567
g16455,345
g16456,510
g16457,768
g16458,315
g16459,351
g1646,1866
g16460,2253
g16461,471
